event_pk,date,survey,site_id,acidity,alkh,ph,s,so4,mg,zn,na,al,ca,cl,fe,b,f,k,si,cu,sr,acidity_flag,alkh_flag,ph_flag,s_flag,so4_flag,mg_flag,zn_flag,na_flag,al_flag,ca_flag,cl_flag,fe_flag,b_flag,f_flag,k_flag,si_flag,cu_flag,sr_flag,row_flag,quality_level
3839,2014-03-31,FGS,708 OUTLET,3.91,-0.26,NA,253,813,274,NA,1865,181,421,3116,134,6,NA,132,605,1,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3839,2014-03-31,FGS,708 OUTLET,4.04,2.27,NA,219,855,268,2,1834,172,413,3047,127,5,NA,142,580,1,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3839,2014-03-31,FGS,708 OUTLET,3.81,-0.21,NA,248,811,297,2,2038,187,473,3033,142,6,NA,160,642,1,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3842,2014-03-31,FGS,626 OUTLET,3.79,-0.57,NA,161,778,202,NA,1530,73,251,4128,109,5,NA,88,271,1,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3843,2014-03-31,FGS,1015 OUTLET,4.1,-0.3,NA,367,990,433,3,3003,199,561,4130,138,5,NA,203,734,2,5,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3844,2014-03-31,FGS,703 OUTLET,2.64,1.94,NA,197,726,212,NA,1517,132,455,2410,93,5,NA,132,695,1,3,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3845,2014-03-31,FGS,693 OUTLET,2.84,-1.16,NA,220,855,259,3,1666,107,370,2938,69,5,NA,142,358,1,3,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3846,2014-04-06,FGS,1015 OUTLET,4.61,0.79,NA,382,875,488,7,3327,297,819,4512,220,NA,NA,381,1139,1,6,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,AV,AV,Results,Principal Investigator
3847,2014-04-06,FGS,819 OUTLET,4.68,-0.88,NA,292,817,357,4,2595,248,493,3590,273,NA,NA,111,959,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3848,2014-04-06,FGS,844 OUTLET,4.98,-0.67,NA,284,700,350,3,2524,288,517,3056,211,NA,NA,108,1023,1,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,AV,AV,Results,Principal Investigator
3849,2014-04-06,FGS,693 OUTLET,3.36,-0.21,NA,446,1177,594,10,4315,133,527,5559,73,NA,NA,263,459,1,5,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,AV,AV,Results,Principal Investigator
3850,2014-04-06,FGS,703 OUTLET,2.44,0.48,NA,252,593,260,2,1885,183,520,2019,120,NA,NA,137,783,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3850,2014-04-06,FGS,703 OUTLET,2.25,0.09,NA,222,628,238,NA,1696,186,487,1886,116,NA,NA,110,779,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3850,2014-04-06,FGS,703 OUTLET,2.14,1.27,NA,254,585,234,NA,1685,182,483,1965,115,NA,NA,107,773,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3853,2014-04-06,FGS,708 OUTLET,3.16,1.23,NA,255,704,316,NA,2174,219,460,2705,151,NA,NA,116,695,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3854,2014-04-06,FGS,626 OUTLET,2.97,2.74,NA,259,662,346,3,2733,137,394,3661,203,NA,NA,112,429,NA,6,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3855,2014-04-20,FGS,1015 OUTLET,5.23,0.88,NA,344,817,445,2,2971,288,717,4117,212,NA,NA,317,1079,NA,5,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3856,2014-04-20,FGS,844 OUTLET,5.94,NA,NA,245,586,300,2,2245,314,407,2899,186,NA,NA,82,720,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3856,2014-04-20,FGS,844 OUTLET,5.29,NA,NA,270,661,295,2,2213,315,413,2764,195,NA,NA,105,713,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3856,2014-04-20,FGS,844 OUTLET,5.82,NA,NA,284,573,297,3,2246,317,404,2873,188,NA,NA,83,717,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3859,2014-04-20,FGS,819 OUTLET,5.42,-1.54,NA,301,599,330,3,2442,297,440,3159,225,NA,NA,101,714,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3860,2014-04-20,FGS,708 OUTLET,4.36,-0.67,NA,313,571,316,3,2197,233,453,2948,156,NA,NA,152,608,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3861,2014-04-20,FGS,693 OUTLET,3,-0.53,NA,351,1334,377,3,2784,158,343,7131,95,NA,NA,157,412,NA,3,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3862,2014-04-20,FGS,703 OUTLET,3.1,-0.36,NA,271,459,277,4,1989,210,481,2127,112,NA,NA,126,615,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3863,2014-04-20,FGS,626 OUTLET,4.02,NA,NA,290,533,315,6,2567,141,313,3346,159,NA,NA,100,308,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3864,2014-04-27,FGS,1015 OUTLET,4.22,0.08,NA,456,852,605,4,4324,275,819,4180,186,4,NA,253,1098,1,6,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,AV,AV,Results,Principal Investigator
3864,2014-04-27,FGS,1015 OUTLET,3.78,0.12,NA,385,772,436,3,2884,294,732,3790,197,3,NA,148,1083,NA,5,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3864,2014-04-27,FGS,1015 OUTLET,3.93,0.3,NA,386,801,441,3,2950,288,738,3887,187,2,NA,152,1073,NA,5,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3867,2014-04-27,FGS,819 OUTLET,5.26,-1.47,NA,301,563,330,3,2562,282,464,3353,301,4,NA,84,950,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3868,2014-04-27,FGS,844 OUTLET,4.95,-0.61,NA,282,456,317,3,2441,317,449,2863,227,NA,NA,74,970,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3869,2014-04-27,FGS,626 OUTLET,3.59,-2.6,NA,262,439,317,NA,2567,149,379,3313,232,NA,NA,87,574,NA,5,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3870,2014-04-27,FGS,703 OUTLET,2.19,0.61,NA,234,359,219,NA,1656,164,467,1909,101,NA,NA,115,839,NA,3,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3871,2014-04-27,FGS,693 OUTLET,2.82,-0.3,NA,243,440,191,NA,1416,168,287,1745,89,NA,NA,101,392,NA,3,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3872,2014-04-27,FGS,708 OUTLET,3.42,2.73,NA,291,528,301,NA,2118,206,440,2819,140,NA,NA,119,581,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,BDL,AV,AV,BDL,AV,Results,Principal Investigator
3873,2014-05-11,FGS,1015 OUTLET,NA,NA,NA,358,1408,481,5,3107,303,808,4319,211,NA,NA,192,1040,2,6,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,AV,AV,Results,Principal Investigator
3874,2014-05-11,FGS,819 OUTLET,NA,NA,NA,210,559,327,5,2551,311,480,3105,318,NA,NA,104,1193,1,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,AV,AV,Results,Principal Investigator
3875,2014-05-11,FGS,844 OUTLET,NA,NA,NA,187,475,298,3,2283,362,485,2712,243,NA,NA,72,1280,1,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,AV,AV,Results,Principal Investigator
3875,2014-05-11,FGS,844 OUTLET,NA,NA,NA,176,557,300,3,2315,350,490,2820,242,NA,NA,79,1281,1,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,AV,AV,Results,Principal Investigator
3875,2014-05-11,FGS,844 OUTLET,NA,NA,NA,189,518,295,2,2263,346,485,2827,237,NA,NA,73,1270,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3878,2014-05-11,FGS,626 OUTLET,NA,NA,NA,213,543,341,3,2769,170,471,3327,356,NA,NA,143,794,NA,6,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3879,2014-05-11,FGS,708 OUTLET,NA,NA,NA,236,667,302,5,2094,241,471,2750,182,NA,NA,138,577,2,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,AV,AV,Results,Principal Investigator
3880,2014-05-11,FGS,703 OUTLET,NA,NA,NA,164,658,244,2,1804,171,529,2222,145,NA,NA,148,1047,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3881,2014-05-11,FGS,693 OUTLET,NA,NA,NA,200,525,201,4,1443,180,315,1665,83,NA,NA,126,393,NA,3,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3882,2014-05-18,FGS,1015 OUTLET,NA,1.1,NA,354,1014,469,2,3113,315,770,4208,215,12,NA,234,1012,NA,6,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3883,2014-05-18,FGS,819 OUTLET,NA,-0.53,NA,259,529,308,2,2587,339,448,3048,349,8,NA,85,1360,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3884,2014-05-18,FGS,844 OUTLET,NA,-0.1,NA,223,544,264,NA,2273,378,438,2808,259,4,NA,59,1351,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3885,2014-05-18,FGS,693 OUTLET,NA,0.26,NA,204,849,181,3,1359,198,295,1529,79,NA,NA,67,404,NA,3,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3886,2014-05-18,FGS,703 OUTLET,NA,1.49,NA,259,746,224,9,1809,179,497,2133,169,NA,NA,161,1200,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3887,2014-05-18,FGS,708 OUTLET,NA,0.37,NA,295,773,288,2,2091,235,448,2991,186,NA,NA,104,470,NA,4,NA,NA,NA,AV,AV,AV,AV,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3887,2014-05-18,FGS,708 OUTLET,NA,0.09,NA,256,674,285,NA,2076,238,444,2760,186,NA,NA,102,469,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3887,2014-05-18,FGS,708 OUTLET,NA,0.18,NA,264,688,283,NA,2058,242,439,3978,184,NA,NA,106,476,NA,4,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3890,2014-05-18,FGS,626 OUTLET,NA,1.16,NA,226,489,341,NA,2911,195,484,3334,407,NA,NA,154,1068,NA,6,NA,NA,NA,AV,AV,AV,BDL,AV,AV,AV,AV,AV,BDL,NA,AV,AV,BDL,AV,Results,Principal Investigator
3891,2014-05-29,FGS,1015 OUTLET,NA,NA,NA,381,NA,462,12,3158,326,768,NA,230,9,NA,353,1028,NA,6,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3892,2014-05-29,FGS,819 OUTLET,NA,NA,NA,216,NA,313,3,2460,428,470,NA,425,8,NA,56,1300,NA,5,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3893,2014-05-29,FGS,703 OUTLET,NA,NA,NA,221,NA,231,NA,1794,220,510,NA,189,6,NA,103,1167,NA,4,NA,NA,NA,AV,NA,AV,BDL,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3894,2014-05-29,FGS,708 OUTLET,NA,NA,NA,254,NA,287,NA,2094,227,457,NA,170,5,NA,100,526,NA,4,NA,NA,NA,AV,NA,AV,BDL,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3895,2014-05-29,FGS,693 OUTLET,NA,NA,NA,195,NA,182,NA,1333,230,307,NA,89,4,NA,56,461,NA,3,NA,NA,NA,AV,NA,AV,BDL,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3895,2014-05-29,FGS,693 OUTLET,NA,NA,NA,191,NA,178,3,1308,224,299,NA,85,3,NA,48,454,NA,3,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3895,2014-05-29,FGS,693 OUTLET,NA,NA,NA,206,NA,180,3,1418,230,316,NA,86,3,NA,58,501,NA,3,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3898,2014-05-29,FGS,844 OUTLET,NA,NA,NA,217,NA,269,9,2158,455,440,NA,282,4,NA,38,1312,NA,4,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3899,2014-05-29,FGS,626 OUTLET,NA,NA,NA,240,NA,345,2,2895,216,495,NA,430,4,NA,118,1023,NA,7,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3900,2014-06-08,FGS,626 OUTLET,NA,NA,NA,262,NA,503,5,4080,171,727,NA,502,10,NA,400,1332,NA,9,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3901,2014-06-08,FGS,708 OUTLET,NA,NA,NA,297,NA,309,4,2326,222,473,NA,218,6,NA,128,295,NA,4,NA,NA,NA,AV,NA,AV,AV,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
3902,2014-06-08,FGS,703 OUTLET,NA,NA,NA,196,NA,255,NA,2071,147,584,NA,201,6,NA,155,1877,NA,4,NA,NA,NA,AV,NA,AV,BDL,AV,AV,AV,NA,AV,AV,NA,AV,AV,BDL,AV,Results,Principal Investigator
